catapult_rugby_training_session
Timestamp,Seconds,Latitude,Longitude,Velocity (m/s),Velocity (km/h),Acceleration (m/s2),Odometer (m),Player Load (au),Heart Rate (bpm),Session Phase
09:31:45.100,1725.1,51.455886,-0.341887,2.34,8.43,0.83,4766.0,366.9,126,Unit drills
09:31:45.200,1725.2,51.455886,-0.341890,2.05,7.40,-2.86,4766.2,367.0,126,Unit drills
09:31:45.300,1725.3,51.455886,-0.341894,2.37,8.55,3.20,4766.4,367.0,125,Unit drills
09:31:45.400,1725.4,51.455886,-0.341898,2.69,9.70,3.20,4766.7,367.0,126,Unit drills
09:31:45.500,1725.5,51.455886,-0.341901,2.46,8.85,-2.35,4767.0,367.0,127,Unit drills
09:31:45.600,1725.6,51.455886,-0.341905,2.53,9.10,0.68,4767.2,367.1,126,Unit drills
09:31:45.700,1725.7,51.455886,-0.341908,2.21,7.95,-3.20,4767.4,367.1,126,Unit drills
09:31:45.800,1725.8,51.455886,-0.341911,2.35,8.46,1.42,4767.7,367.1,127,Unit drills
09:31:45.900,1725.9,51.455886,-0.341914,2.03,7.31,-3.20,4767.9,367.1,127,Unit drills
09:31:46.000,1726.0,51.455886,-0.341918,2.35,8.46,3.20,4768.1,367.2,127,Unit drills
09:31:46.100,1726.1,51.455886,-0.341921,2.10,7.58,-2.45,4768.3,367.2,127,Unit drills
09:31:46.200,1726.2,51.455886,-0.341923,1.87,6.72,-2.39,4768.5,367.2,127,Unit drills
09:31:46.300,1726.3,51.455887,-0.341926,1.83,6.57,-0.41,4768.7,367.2,127,Unit drills
09:31:46.400,1726.4,51.455888,-0.341927,1.69,6.09,-1.34,4768.8,367.2,127,Unit drills
09:31:46.500,1726.5,51.455889,-0.341928,1.70,6.10,0.03,4769.0,367.2,127,Unit drills
09:31:46.600,1726.6,51.455891,-0.341930,1.65,5.94,-0.45,4769.2,367.3,127,Unit drills
09:31:46.700,1726.7,51.455890,-0.341932,1.97,7.09,3.20,4769.4,367.3,128,Unit drills
09:31:46.800,1726.8,51.455889,-0.341935,2.24,8.06,2.70,4769.6,367.3,127,Unit drills
09:31:46.900,1726.9,51.455888,-0.341938,2.37,8.54,1.33,4769.8,367.3,127,Unit drills
09:31:47.000,1727.0,51.455887,-0.341942,2.69,9.69,3.20,4770.1,367.4,128,Unit drills
09:31:47.100,1727.1,51.455886,-0.341946,3.01,10.85,3.20,4770.4,367.4,128,Unit drills
09:31:47.200,1727.2,51.455884,-0.341950,3.33,12.00,3.20,4770.7,367.4,129,Unit drills
09:31:47.300,1727.3,51.455883,-0.341954,3.01,10.85,-3.20,4771.0,367.5,129,Unit drills
09:31:47.400,1727.4,51.455882,-0.341957,2.69,9.69,-3.20,4771.3,367.5,129,Unit drills
09:31:47.500,1727.5,51.455881,-0.341961,2.37,8.54,-3.20,4771.6,367.5,129,Unit drills
09:31:47.600,1727.6,51.455880,-0.341963,2.05,7.39,-3.20,4771.8,367.6,130,Unit drills
09:31:47.700,1727.7,51.455880,-0.341965,1.73,6.24,-3.20,4771.9,367.6,129,Unit drills
09:31:47.800,1727.8,51.455879,-0.341967,1.59,5.73,-1.41,4772.1,367.6,130,Unit drills
09:31:47.900,1727.9,51.455879,-0.341969,1.44,5.19,-1.49,4772.2,367.6,130,Unit drills
09:31:48.000,1728.0,51.455878,-0.341972,1.76,6.35,3.20,4772.4,367.7,129,Unit drills
09:31:48.100,1728.1,51.455878,-0.341974,1.72,6.21,-0.39,4772.6,367.7,129,Unit drills
09:31:48.200,1728.2,51.455878,-0.341977,1.70,6.12,-0.24,4772.8,367.7,129,Unit drills
09:31:48.300,1728.3,51.455877,-0.341979,1.72,6.20,0.23,4772.9,367.7,129,Unit drills
09:31:48.400,1728.4,51.455877,-0.341981,1.57,5.64,-1.57,4773.1,367.7,129,Unit drills
09:31:48.500,1728.5,51.455877,-0.341984,1.89,6.79,3.20,4773.3,367.7,130,Unit drills
09:31:48.600,1728.6,51.455877,-0.341987,1.82,6.56,-0.64,4773.5,367.7,129,Unit drills
09:31:48.700,1728.7,51.455878,-0.341990,2.07,7.44,2.45,4773.7,367.8,130,Unit drills
09:31:48.800,1728.8,51.455878,-0.341992,1.84,6.63,-2.26,4773.8,367.8,129,Unit drills
09:31:48.900,1728.9,51.455879,-0.341995,2.16,7.78,3.20,4774.1,367.8,129,Unit drills
09:31:49.000,1729.0,51.455879,-0.341998,1.84,6.63,-3.20,4774.2,367.9,129,Unit drills
09:31:49.100,1729.1,51.455880,-0.342000,2.16,7.78,3.20,4774.5,367.9,130,Unit drills
09:31:49.200,1729.2,51.455880,-0.341997,2.30,8.29,1.42,4774.7,367.9,129,Unit drills
09:31:49.300,1729.3,51.455881,-0.341993,2.46,8.85,1.56,4774.9,367.9,129,Unit drills
09:31:49.400,1729.4,51.455882,-0.341990,2.51,9.02,0.48,4775.2,367.9,129,Unit drills
09:31:49.500,1729.5,51.455883,-0.341987,2.36,8.48,-1.51,4775.4,368.0,130,Unit drills
09:31:49.600,1729.6,51.455885,-0.341984,2.68,9.63,3.20,4775.7,368.0,130,Unit drills
09:31:49.700,1729.7,51.455886,-0.341981,2.44,8.78,-2.37,4775.9,368.0,130,Unit drills
09:31:49.800,1729.8,51.455887,-0.341978,2.29,8.23,-1.52,4776.2,368.0,130,Unit drills
09:31:49.900,1729.9,51.455888,-0.341975,2.61,9.38,3.20,4776.4,368.1,130,Unit drills
09:31:50.000,1730.0,51.455889,-0.341971,2.60,9.36,-0.05,4776.7,368.1,131,Unit drills
09:31:50.100,1730.1,51.455890,-0.341968,2.37,8.52,-2.36,4776.9,368.1,131,Unit drills
09:31:50.200,1730.2,51.455891,-0.341965,2.50,9.00,1.34,4777.2,368.1,131,Unit drills
09:31:50.300,1730.3,51.455892,-0.341962,2.82,10.15,3.20,4777.5,368.1,131,Unit drills
09:31:50.400,1730.4,51.455894,-0.341959,2.58,9.30,-2.36,4777.7,368.2,132,Unit drills
09:31:50.500,1730.5,51.455895,-0.341956,2.26,8.15,-3.20,4777.9,368.2,132,Unit drills
09:31:50.600,1730.6,51.455896,-0.341953,2.10,7.54,-1.69,4778.1,368.2,131,Unit drills
09:31:50.700,1730.7,51.455897,-0.341950,2.42,8.69,3.20,4778.4,368.3,131,Unit drills
09:31:50.800,1730.8,51.455898,-0.341947,2.44,8.80,0.28,4778.6,368.3,132,Unit drills
09:31:50.900,1730.9,51.455899,-0.341944,2.65,9.55,2.09,4778.9,368.3,131,Unit drills
09:31:51.000,1731.0,51.455901,-0.341941,2.38,8.57,-2.73,4779.1,368.3,132,Unit drills
09:31:51.100,1731.1,51.455902,-0.341938,2.66,9.57,2.78,4779.4,368.3,131,Unit drills
09:31:51.200,1731.2,51.455903,-0.341935,2.83,10.20,1.77,4779.7,368.4,132,Unit drills
09:31:51.300,1731.3,51.455905,-0.341932,3.15,11.35,3.20,4780.0,368.4,133,Unit drills
09:31:51.400,1731.4,51.455908,-0.341928,3.47,12.51,3.20,4780.3,368.4,133,Unit drills
09:31:51.500,1731.5,51.455910,-0.341925,3.79,13.66,3.20,4780.7,368.5,133,Unit drills
09:31:51.600,1731.6,51.455913,-0.341922,3.47,12.51,-3.20,4781.1,368.5,134,Unit drills
09:31:51.700,1731.7,51.455916,-0.341919,3.79,13.66,3.20,4781.5,368.5,134,Unit drills
09:31:51.800,1731.8,51.455918,-0.341915,3.73,13.41,-0.68,4781.8,368.5,134,Unit drills
09:31:51.900,1731.9,51.455921,-0.341912,3.41,12.26,-3.20,4782.2,368.6,133,Unit drills
09:31:52.000,1732.0,51.455923,-0.341909,3.09,11.11,-3.20,4782.5,368.6,134,Unit drills
09:31:52.100,1732.1,51.455925,-0.341907,3.17,11.41,0.83,4782.8,368.6,134,Unit drills
09:31:52.200,1732.2,51.455928,-0.341904,3.49,12.56,3.20,4783.1,368.6,134,Unit drills
09:31:52.300,1732.3,51.455930,-0.341901,3.17,11.41,-3.20,4783.5,368.7,134,Unit drills
09:31:52.400,1732.4,51.455932,-0.341898,3.49,12.56,3.20,4783.8,368.7,134,Unit drills
09:31:52.500,1732.5,51.455935,-0.341894,3.73,13.45,2.46,4784.2,368.7,134,Unit drills
09:31:52.600,1732.6,51.455938,-0.341891,3.78,13.62,0.48,4784.6,368.7,135,Unit drills
09:31:52.700,1732.7,51.455940,-0.341888,3.89,14.02,1.11,4784.9,368.8,134,Unit drills
09:31:52.800,1732.8,51.455943,-0.341885,3.80,13.69,-0.90,4785.3,368.8,135,Unit drills
09:31:52.900,1732.9,51.455946,-0.341881,4.12,14.85,3.20,4785.7,368.8,136,Unit drills
09:31:53.000,1733.0,51.455949,-0.341879,3.80,13.69,-3.20,4786.1,368.8,136,Unit drills
09:31:53.100,1733.1,51.455952,-0.341876,3.48,12.54,-3.20,4786.5,368.9,136,Unit drills
09:31:53.200,1733.2,51.455954,-0.341874,3.16,11.39,-3.20,4786.8,368.9,137,Unit drills
09:31:53.300,1733.3,51.455957,-0.341872,2.93,10.56,-2.32,4787.1,368.9,137,Unit drills
09:31:53.400,1733.4,51.455959,-0.341870,2.61,9.40,-3.20,4787.3,369.0,137,Unit drills
09:31:53.500,1733.5,51.455961,-0.341868,2.75,9.90,1.37,4787.6,369.0,137,Unit drills
09:31:53.600,1733.6,51.455962,-0.341866,2.43,8.75,-3.20,4787.9,369.0,136,Unit drills
09:31:53.700,1733.7,51.455964,-0.341864,2.11,7.59,-3.20,4788.1,369.0,136,Unit drills
09:31:53.800,1733.8,51.455965,-0.341862,2.01,7.23,-1.02,4788.3,369.0,136,Unit drills
09:31:53.900,1733.9,51.455967,-0.341862,1.76,6.35,-2.44,4788.4,369.1,135,Unit drills
09:31:54.000,1734.0,51.455968,-0.341862,1.56,5.63,-1.99,4788.6,369.1,136,Unit drills
09:31:54.100,1734.1,51.455970,-0.341863,1.61,5.78,0.43,4788.8,369.1,135,Unit drills
09:31:54.200,1734.2,51.455971,-0.341863,1.93,6.94,3.20,4789.0,369.1,135,Unit drills
09:31:54.300,1734.3,51.455973,-0.341863,1.61,5.78,-3.20,4789.1,369.2,134,Unit drills
09:31:54.400,1734.4,51.455974,-0.341864,1.93,6.94,3.20,4789.3,369.2,134,Unit drills
09:31:54.500,1734.5,51.455976,-0.341864,2.25,8.09,3.20,4789.5,369.2,134,Unit drills
09:31:54.600,1734.6,51.455978,-0.341864,2.00,7.18,-2.52,4789.7,369.3,134,Unit drills
09:31:54.700,1734.7,51.455980,-0.341865,1.95,7.00,-0.50,4789.9,369.3,133,Unit drills
09:31:54.800,1734.8,51.455982,-0.341866,2.27,8.16,3.20,4790.2,369.3,134,Unit drills
09:31:54.900,1734.9,51.455983,-0.341867,1.95,7.00,-3.20,4790.3,369.3,133,Unit drills
09:31:55.000,1735.0,51.455985,-0.341868,1.63,5.85,-3.20,4790.5,369.4,133,Unit drills
09:31:55.100,1735.1,51.455986,-0.341870,1.95,7.00,3.20,4790.7,369.4,132,Unit drills
09:31:55.200,1735.2,51.455988,-0.341871,2.27,8.16,3.20,4790.9,369.4,132,Unit drills
09:31:55.300,1735.3,51.455990,-0.341872,2.59,9.31,3.20,4791.2,369.5,132,Unit drills
09:31:55.400,1735.4,51.455993,-0.341873,2.91,10.46,3.20,4791.5,369.5,133,Unit drills
09:31:55.500,1735.5,51.455996,-0.341874,3.16,11.37,2.52,4791.8,369.5,133,Unit drills
09:31:55.600,1735.6,51.455998,-0.341877,3.41,12.26,2.49,4792.1,369.5,133,Unit drills
09:31:55.700,1735.7,51.456001,-0.341879,3.09,11.11,-3.20,4792.4,369.6,133,Unit drills
09:31:55.800,1735.8,51.456003,-0.341881,2.79,10.04,-2.96,4792.7,369.6,133,Unit drills
09:31:55.900,1735.9,51.456005,-0.341882,2.47,8.89,-3.20,4793.0,369.6,134,Unit drills
09:31:56.000,1736.0,51.456007,-0.341885,2.67,9.61,2.00,4793.2,369.7,133,Unit drills
09:31:56.100,1736.1,51.456009,-0.341888,2.99,10.76,3.20,4793.5,369.7,134,Unit drills
09:31:56.200,1736.2,51.456011,-0.341891,3.31,11.91,3.20,4793.9,369.7,134,Unit drills
09:31:56.300,1736.3,51.456013,-0.341894,2.99,10.76,-3.20,4794.2,369.8,134,Unit drills
09:31:56.400,1736.4,51.456014,-0.341897,2.67,9.61,-3.20,4794.4,369.8,134,Unit drills
09:31:56.500,1736.5,51.456016,-0.341900,2.81,10.12,1.41,4794.7,369.8,134,Unit drills
09:31:56.600,1736.6,51.456018,-0.341902,2.49,8.97,-3.20,4795.0,369.8,134,Unit drills
09:31:56.700,1736.7,51.456019,-0.341905,2.76,9.93,2.69,4795.2,369.9,135,Unit drills
09:31:56.800,1736.8,51.456021,-0.341907,2.51,9.05,-2.45,4795.5,369.9,135,Unit drills
09:31:56.900,1736.9,51.456023,-0.341910,2.81,10.12,2.97,4795.8,369.9,135,Unit drills
09:31:57.000,1737.0,51.456025,-0.341912,2.72,9.79,-0.93,4796.0,369.9,135,Unit drills
09:31:57.100,1737.1,51.456027,-0.341915,3.04,10.94,3.20,4796.3,370.0,135,Unit drills
09:31:57.200,1737.2,51.456029,-0.341918,2.77,9.97,-2.68,4796.6,370.0,135,Unit drills
09:31:57.300,1737.3,51.456031,-0.341922,3.09,11.13,3.20,4796.9,370.0,136,Unit drills
09:31:57.400,1737.4,51.456033,-0.341925,3.41,12.28,3.20,4797.3,370.1,136,Unit drills
09:31:57.500,1737.5,51.456035,-0.341929,3.73,13.43,3.20,4797.6,370.1,137,Unit drills
09:31:57.600,1737.6,51.456038,-0.341933,4.05,14.58,3.20,4798.1,370.1,137,Unit drills
09:31:57.700,1737.7,51.456039,-0.341938,3.73,13.43,-3.20,4798.4,370.2,137,Unit drills
09:31:57.800,1737.8,51.456041,-0.341942,3.41,12.28,-3.20,4798.8,370.2,138,Unit drills
09:31:57.900,1737.9,51.456042,-0.341947,3.39,12.22,-0.16,4799.1,370.2,138,Unit drills
09:31:58.000,1738.0,51.456043,-0.341951,3.07,11.07,-3.20,4799.4,370.2,139,Unit drills
09:31:58.100,1738.1,51.456043,-0.341956,3.39,12.22,3.20,4799.8,370.3,138,Unit drills
09:31:58.200,1738.2,51.456044,-0.341960,3.07,11.07,-3.20,4800.1,370.3,139,Unit drills
09:31:58.300,1738.3,51.456044,-0.341965,3.39,12.22,3.20,4800.4,370.3,139,Unit drills
09:31:58.400,1738.4,51.456045,-0.341969,3.07,11.07,-3.20,4800.7,370.4,138,Unit drills
09:31:58.500,1738.5,51.456046,-0.341974,3.39,12.22,3.20,4801.0,370.4,139,Unit drills
09:31:58.600,1738.6,51.456047,-0.341978,3.24,11.67,-1.53,4801.4,370.4,139,Unit drills
09:31:58.700,1738.7,51.456049,-0.341982,2.92,10.52,-3.20,4801.7,370.5,140,Unit drills
09:31:58.800,1738.8,51.456050,-0.341985,2.60,9.36,-3.20,4801.9,370.5,140,Unit drills
09:31:58.900,1738.9,51.456051,-0.341988,2.74,9.86,1.38,4802.2,370.5,140,Unit drills
09:31:59.000,1739.0,51.456053,-0.341991,3.06,11.01,3.20,4802.5,370.5,139,Unit drills
09:31:59.100,1739.1,51.456055,-0.341995,3.38,12.16,3.20,4802.8,370.6,139,Unit drills
09:31:59.200,1739.2,51.456056,-0.341999,3.06,11.01,-3.20,4803.1,370.6,140,Unit drills
09:31:59.300,1739.3,51.456058,-0.342000,2.74,9.86,-3.20,4803.4,370.6,139,Unit drills
09:31:59.400,1739.4,51.456059,-0.341996,2.88,10.35,1.37,4803.7,370.6,140,Unit drills
09:31:59.500,1739.5,51.456061,-0.341992,3.20,11.51,3.20,4804.0,370.7,140,Unit drills
09:31:59.600,1739.6,51.456062,-0.341989,2.90,10.45,-2.92,4804.3,370.7,140,Unit drills
09:31:59.700,1739.7,51.456063,-0.341986,2.58,9.30,-3.20,4804.6,370.7,140,Unit drills
09:31:59.800,1739.8,51.456065,-0.341982,2.90,10.45,3.20,4804.9,370.8,140,Unit drills
09:31:59.900,1739.9,51.456066,-0.341979,3.00,10.79,0.93,4805.2,370.8,140,Unit drills
09:32:00.000,1740.0,51.456068,-0.341975,3.32,11.94,3.20,4805.5,370.8,140,Unit drills
09:32:00.100,1740.1,51.456070,-0.341971,3.00,10.79,-3.20,4805.8,370.9,140,Unit drills
09:32:00.200,1740.2,51.456072,-0.341968,3.32,11.94,3.20,4806.1,370.9,141,Unit drills
09:32:00.300,1740.3,51.456073,-0.341964,3.22,11.60,-0.95,4806.5,370.9,141,Unit drills
09:32:00.400,1740.4,51.456074,-0.341960,2.90,10.45,-3.20,4806.7,370.9,141,Unit drills
09:32:00.500,1740.5,51.456075,-0.341956,3.22,11.60,3.20,4807.1,371.0,141,Unit drills
09:32:00.600,1740.6,51.456077,-0.341952,3.31,11.91,0.86,4807.4,371.0,142,Unit drills
09:32:00.700,1740.7,51.456079,-0.341948,2.99,10.76,-3.20,4807.7,371.0,142,Unit drills
09:32:00.800,1740.8,51.456080,-0.341944,3.31,11.91,3.20,4808.0,371.0,142,Unit drills
09:32:00.900,1740.9,51.456082,-0.341941,2.99,10.76,-3.20,4808.3,371.1,143,Unit drills
09:32:01.000,1741.0,51.456084,-0.341937,3.18,11.44,1.90,4808.6,371.1,142,Unit drills
09:32:01.100,1741.1,51.456085,-0.341934,2.86,10.29,-3.20,4808.9,371.1,143,Unit drills
09:32:01.200,1741.2,51.456086,-0.341931,2.54,9.14,-3.20,4809.2,371.2,142,Unit drills
09:32:01.300,1741.3,51.456087,-0.341928,2.23,8.03,-3.08,4809.4,371.2,141,Unit drills
09:32:01.400,1741.4,51.456090,-0.341929,2.55,9.18,3.20,4809.7,371.2,142,Unit drills
09:32:01.500,1741.5,51.456092,-0.341930,2.74,9.86,1.89,4809.9,371.3,142,Unit drills
09:32:01.600,1741.6,51.456094,-0.341932,2.42,8.71,-3.20,4810.2,371.3,141,Unit drills
09:32:01.700,1741.7,51.456096,-0.341933,2.19,7.89,-2.28,4810.4,371.3,141,Unit drills
09:32:01.800,1741.8,51.456097,-0.341934,1.87,6.74,-3.20,4810.6,371.3,140,Unit drills
09:32:01.900,1741.9,51.456099,-0.341935,1.73,6.22,-1.44,4810.8,371.4,140,Unit drills
09:32:02.000,1742.0,51.456100,-0.341935,1.65,5.94,-0.77,4810.9,371.4,140,Unit drills
09:32:02.100,1742.1,51.456102,-0.341936,1.97,7.09,3.20,4811.1,371.4,140,Unit drills
09:32:02.200,1742.2,51.456104,-0.341936,2.29,8.25,3.20,4811.3,371.4,140,Unit drills
09:32:02.300,1742.3,51.456106,-0.341935,1.97,7.09,-3.20,4811.5,371.5,140,Unit drills
09:32:02.400,1742.4,51.456108,-0.341935,2.29,8.25,3.20,4811.8,371.5,139,Unit drills
09:32:02.500,1742.5,51.456110,-0.341934,2.61,9.40,3.20,4812.0,371.5,139,Unit drills
09:32:02.600,1742.6,51.456112,-0.341934,2.29,8.25,-3.20,4812.3,371.6,140,Unit drills
09:32:02.700,1742.7,51.456114,-0.341934,2.61,9.40,3.20,4812.5,371.6,140,Unit drills
09:32:02.800,1742.8,51.456117,-0.341935,2.93,10.55,3.20,4812.8,371.6,139,Unit drills
09:32:02.900,1742.9,51.456119,-0.341936,2.84,10.23,-0.89,4813.1,371.6,139,Unit drills
09:32:03.000,1743.0,51.456122,-0.341937,2.56,9.21,-2.84,4813.4,371.7,139,Unit drills
09:32:03.100,1743.1,51.456124,-0.341939,2.88,10.36,3.20,4813.6,371.7,139,Unit drills
09:32:03.200,1743.2,51.456126,-0.341940,2.56,9.21,-3.20,4813.9,371.7,139,Unit drills
09:32:03.300,1743.3,51.456128,-0.341942,2.24,8.06,-3.20,4814.1,371.8,139,Unit drills
09:32:03.400,1743.4,51.456130,-0.341943,2.11,7.58,-1.32,4814.3,371.8,139,Unit drills
09:32:03.500,1743.5,51.456131,-0.341943,1.87,6.73,-2.37,4814.5,371.8,138,Unit drills
09:32:03.600,1743.6,51.456133,-0.341944,2.19,7.88,3.20,4814.7,371.8,138,Unit drills
09:32:03.700,1743.7,51.456135,-0.341945,2.51,9.03,3.20,4815.0,371.9,138,Unit drills
09:32:03.800,1743.8,51.456138,-0.341946,2.65,9.52,1.36,4815.3,371.9,138,Unit drills
09:32:03.900,1743.9,51.456140,-0.341947,2.97,10.67,3.20,4815.6,371.9,138,Unit drills
09:32:04.000,1744.0,51.456143,-0.341947,2.84,10.22,-1.27,4815.8,371.9,138,Unit drills
09:32:04.100,1744.1,51.456146,-0.341947,3.16,11.37,3.20,4816.2,372.0,138,Unit drills
09:32:04.200,1744.2,51.456149,-0.341947,3.48,12.52,3.20,4816.5,372.0,138,Unit drills
09:32:04.300,1744.3,51.456152,-0.341947,3.16,11.37,-3.20,4816.8,372.0,139,Unit drills
09:32:04.400,1744.4,51.456154,-0.341948,2.84,10.22,-3.20,4817.1,372.1,139,Unit drills
09:32:04.500,1744.5,51.456157,-0.341949,3.07,11.04,2.27,4817.4,372.1,139,Unit drills
09:32:04.600,1744.6,51.456160,-0.341950,3.39,12.19,3.20,4817.7,372.1,139,Unit drills
09:32:04.700,1744.7,51.456163,-0.341951,3.26,11.75,-1.21,4818.1,372.1,139,Unit drills
09:32:04.800,1744.8,51.456166,-0.341953,3.44,12.39,1.76,4818.4,372.2,140,Unit drills
09:32:04.900,1744.9,51.456168,-0.341954,3.12,11.23,-3.20,4818.7,372.2,139,Unit drills
09:32:05.000,1745.0,51.456170,-0.341956,2.80,10.08,-3.20,4819.0,372.2,140,Unit drills
09:32:05.100,1745.1,51.456173,-0.341959,3.12,11.23,3.20,4819.3,372.3,140,Unit drills
09:32:05.200,1745.2,51.456175,-0.341961,3.24,11.68,1.24,4819.6,372.3,141,Unit drills
09:32:05.300,1745.3,51.456178,-0.341963,3.56,12.83,3.20,4820.0,372.3,141,Unit drills
09:32:05.400,1745.4,51.456181,-0.341966,3.88,13.98,3.20,4820.4,372.3,141,Unit drills
09:32:05.500,1745.5,51.456184,-0.341969,3.74,13.46,-1.46,4820.8,372.4,141,Unit drills
09:32:05.600,1745.6,51.456187,-0.341972,3.42,12.31,-3.20,4821.1,372.4,142,Unit drills
09:32:05.700,1745.7,51.456189,-0.341969,3.74,13.46,3.20,4821.5,372.4,143,Unit drills
09:32:05.800,1745.8,51.456192,-0.341966,3.71,13.34,-0.32,4821.8,372.4,143,Unit drills
09:32:05.900,1745.9,51.456195,-0.341962,3.86,13.91,1.56,4822.2,372.5,143,Unit drills
09:32:06.000,1746.0,51.456197,-0.341959,3.54,12.75,-3.20,4822.6,372.5,143,Unit drills
09:32:06.100,1746.1,51.456199,-0.341956,3.22,11.60,-3.20,4822.9,372.5,143,Unit drills
09:32:06.200,1746.2,51.456202,-0.341954,3.35,12.05,1.24,4823.2,372.5,143,Unit drills
09:32:06.300,1746.3,51.456204,-0.341951,3.06,11.01,-2.89,4823.6,372.6,143,Unit drills
09:32:06.400,1746.4,51.456206,-0.341949,2.74,9.86,-3.20,4823.8,372.6,144,Unit drills
09:32:06.500,1746.5,51.456209,-0.341947,3.06,11.01,3.20,4824.1,372.6,143,Unit drills
09:32:06.600,1746.6,51.456211,-0.341944,2.79,10.04,-2.70,4824.4,372.7,143,Unit drills
09:32:06.700,1746.7,51.456213,-0.341941,3.04,10.93,2.48,4824.7,372.7,143,Unit drills
09:32:06.800,1746.8,51.456214,-0.341939,2.72,9.78,-3.20,4825.0,372.7,143,Unit drills
09:32:06.900,1746.9,51.456216,-0.341936,2.42,8.70,-3.01,4825.2,372.8,143,Unit drills
09:32:07.000,1747.0,51.456217,-0.341933,2.73,9.84,3.17,4825.5,372.8,143,Unit drills
09:32:07.100,1747.1,51.456219,-0.341930,2.73,9.84,0.01,4825.8,372.8,143,Unit drills
09:32:07.200,1747.2,51.456221,-0.341927,2.49,8.97,-2.40,4826.0,372.8,143,Unit drills
09:32:07.300,1747.3,51.456222,-0.341925,2.17,7.82,-3.20,4826.2,372.8,143,Unit drills
09:32:07.400,1747.4,51.456223,-0.341923,1.85,6.67,-3.20,4826.4,372.9,142,Unit drills
09:32:07.500,1747.5,51.456224,-0.341921,1.65,5.94,-2.02,4826.6,372.9,142,Unit drills
09:32:07.600,1747.6,51.456225,-0.341922,1.51,5.43,-1.43,4826.7,372.9,141,Unit drills
09:32:07.700,1747.7,51.456227,-0.341923,1.83,6.58,3.20,4826.9,373.0,141,Unit drills
09:32:07.800,1747.8,51.456228,-0.341924,2.15,7.73,3.20,4827.1,373.0,140,Unit drills
09:32:07.900,1747.9,51.456230,-0.341926,2.47,8.88,3.20,4827.4,373.0,140,Unit drills
09:32:08.000,1748.0,51.456232,-0.341928,2.76,9.95,2.95,4827.7,373.0,140,Unit drills
09:32:08.100,1748.1,51.456234,-0.341931,2.86,10.31,1.02,4827.9,373.1,139,Unit drills
09:32:08.200,1748.2,51.456236,-0.341933,2.83,10.19,-0.35,4828.2,373.1,139,Unit drills
09:32:08.300,1748.3,51.456238,-0.341937,3.15,11.34,3.20,4828.5,373.1,139,Unit drills
09:32:08.400,1748.4,51.456238,-0.341942,3.47,12.49,3.20,4828.9,373.1,139,Unit drills
09:32:08.500,1748.5,51.456239,-0.341947,3.72,13.41,2.55,4829.3,373.2,140,Unit drills
09:32:08.600,1748.6,51.456241,-0.341952,3.40,12.26,-3.20,4829.6,373.2,140,Unit drills
09:32:08.700,1748.7,51.456242,-0.341956,3.66,13.16,2.52,4830.0,373.2,140,Unit drills
09:32:08.800,1748.8,51.456244,-0.341961,3.39,12.22,-2.63,4830.3,373.2,140,Unit drills
09:32:08.900,1748.9,51.456245,-0.341965,3.62,13.04,2.30,4830.7,373.3,140,Unit drills
09:32:09.000,1749.0,51.456247,-0.341970,3.56,12.80,-0.67,4831.0,373.3,140,Unit drills
09:32:09.100,1749.1,51.456248,-0.341974,3.24,11.65,-3.20,4831.4,373.3,141,Unit drills
09:32:09.200,1749.2,51.456250,-0.341978,3.56,12.80,3.20,4831.7,373.3,140,Unit drills
09:32:09.300,1749.3,51.456252,-0.341982,3.24,11.65,-3.20,4832.0,373.4,140,Unit drills
09:32:09.400,1749.4,51.456254,-0.341985,3.56,12.80,3.20,4832.4,373.4,140,Unit drills
09:32:09.500,1749.5,51.456257,-0.341989,3.88,13.96,3.20,4832.8,373.4,140,Unit drills
09:32:09.600,1749.6,51.456259,-0.341992,3.56,12.80,-3.20,4833.1,373.5,140,Unit drills
09:32:09.700,1749.7,51.456262,-0.341996,3.76,13.54,2.05,4833.5,373.5,140,Unit drills
09:32:09.800,1749.8,51.456265,-0.341999,4.08,14.69,3.20,4833.9,373.5,141,Unit drills
09:32:09.900,1749.9,51.456268,-0.342000,4.40,15.85,3.20,4834.4,373.6,141,Unit drills
09:32:10.000,1750.0,51.456272,-0.341997,4.24,15.28,-1.57,4834.8,373.6,142,Unit drills
09:32:10.100,1750.1,51.456272,-0.341991,3.92,14.13,-3.20,4835.2,373.6,142,Unit drills
09:32:10.200,1750.2,51.456271,-0.341986,3.78,13.62,-1.42,4835.6,373.6,142,Unit drills
09:32:10.300,1750.3,51.456271,-0.341981,3.46,12.47,-3.20,4835.9,373.7,142,Unit drills
09:32:10.400,1750.4,51.456271,-0.341976,3.14,11.31,-3.20,4836.2,373.7,142,Unit drills
09:32:10.500,1750.5,51.456271,-0.341972,2.86,10.29,-2.85,4836.5,373.7,142,Unit drills
09:32:10.600,1750.6,51.456270,-0.341969,2.54,9.13,-3.20,4836.8,373.8,142,Unit drills
09:32:10.700,1750.7,51.456270,-0.341965,2.86,10.29,3.20,4837.0,373.8,142,Unit drills
09:32:10.800,1750.8,51.456269,-0.341961,3.00,10.79,1.41,4837.3,373.8,142,Unit drills
09:32:10.900,1750.9,51.456269,-0.341957,2.68,9.64,-3.20,4837.6,373.8,142,Unit drills
